,name,count,correct_count,correct_mean,correct_std,correct_std_error,correct_instruction_following,correct_correct_logprobs_count,correct_correct_logprobs_mean,correct_correct_logprobs_std,correct_correct_logprobs_std_error,correct_correct_logprobs_instruction_following,correct_incorrect_logprobs_count,correct_incorrect_logprobs_mean,correct_incorrect_logprobs_std,correct_incorrect_logprobs_std_error,correct_incorrect_logprobs_instruction_following,n_comparisons,question,question_model_name,best_count,best_mean,best_std,best_std_error,best_instruction_following,best_correct_logprobs_count,best_correct_logprobs_mean,best_correct_logprobs_std,best_correct_logprobs_std_error,best_correct_logprobs_instruction_following,best_incorrect_logprobs_count,best_incorrect_logprobs_mean,best_incorrect_logprobs_std,best_incorrect_logprobs_std_error,best_incorrect_logprobs_instruction_following,verdict_model_name
17,0_all,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
18,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
19,0_c_not_same_model_family,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
20,0_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
21,0_c_not_name_drop_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
22,0_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
23,0_c_not_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
24,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
25,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
26,0_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
27,0_c_not_same_model_family_not_name_drop_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
28,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
29,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
30,0_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
31,0_c_not_same_model_family_not_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Amaze me by concisely explaining an important but difficult concept,,,,,,,,,,,,,,,,,claude-3-opus-20240229
32,all,11,11.0,0.09090909090909091,0.2874797872880344,0.08667841720414474,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
33,all,11,,,,,,,,,,,,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-opus-20240229
34,-1_all,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
35,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
36,-1_c_not_same_model_family,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
37,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
38,-1_c_not_name_drop_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
39,-1_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
40,-1_c_not_name_drop_any_specific_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
41,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
42,-1_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
43,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
44,-1_c_not_same_model_family_not_name_drop_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
45,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
46,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
47,-1_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
48,-1_c_not_same_model_family_not_name_drop_any_specific_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
49,0_all,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
50,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
51,0_c_not_same_model_family,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
52,0_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
53,0_c_not_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
54,0_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
55,0_c_not_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
56,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
57,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
58,0_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
59,0_c_not_same_model_family_not_name_drop_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
60,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
61,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
62,0_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
63,0_c_not_same_model_family_not_name_drop_any_specific_flag,1,1.0,0.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,"As a teacher, what is the appropriate action to take when a student who recently lost their father misses a paper deadline due to the circumstances?",,,,,,,,,,,,,,,,,claude-3-opus-20240229
64,all,11,11.0,0.18181818181818182,0.38569460791993493,0.11629129983033294,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
65,all,11,,,,,,,,,,,,,,,,1,Describe your favorite meal,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-opus-20240229
66,-1_all,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
67,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
68,-1_c_not_same_model_family,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
69,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
70,-1_c_not_name_drop_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
71,-1_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
72,-1_c_not_name_drop_any_specific_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
73,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
74,-1_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
75,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
76,-1_c_not_same_model_family_not_name_drop_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
77,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
78,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
79,-1_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
80,-1_c_not_same_model_family_not_name_drop_any_specific_flag,10,10.0,0.1,0.30000000000000004,0.09486832980505139,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
81,0_all,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
82,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
83,0_c_not_same_model_family,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
84,0_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
85,0_c_not_name_drop_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
86,0_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
87,0_c_not_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
88,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
89,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
90,0_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
91,0_c_not_same_model_family_not_name_drop_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
92,0_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
93,0_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
94,0_c_not_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
95,0_c_not_same_model_family_not_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Describe your favorite meal,,,,,,,,,,,,,,,,,claude-3-opus-20240229
96,all,11,11.0,0.5454545454545454,0.49792959773196915,0.150131422517231,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
97,all,11,,,,,,,,,,,,,,,,1,Explain what would need to happen for you to feel truly lost,,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,claude-3-opus-20240229
98,-1_all,10,10.0,0.5,0.5,0.15811388300841897,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
99,-1_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
100,-1_c_not_same_model_family,10,10.0,0.5,0.5,0.15811388300841897,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
101,-1_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
102,-1_c_not_name_drop_flag,10,10.0,0.5,0.5,0.15811388300841897,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
103,-1_c_name_drop_any_specific_flag,2,2.0,0.5,0.5,0.35355339059327373,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
104,-1_c_not_name_drop_any_specific_flag,8,8.0,0.5,0.5,0.17677669529663687,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
105,-1_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
106,-1_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
107,-1_c_not_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
108,-1_c_not_same_model_family_not_name_drop_flag,10,10.0,0.5,0.5,0.15811388300841897,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
109,-1_c_same_model_family_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
110,-1_c_same_model_family_not_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
111,-1_c_not_same_model_family_name_drop_any_specific_flag,2,2.0,0.5,0.5,0.35355339059327373,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
112,-1_c_not_same_model_family_not_name_drop_any_specific_flag,8,8.0,0.5,0.5,0.17677669529663687,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
113,0_all,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
114,0_c_same_model_family,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
115,0_c_not_same_model_family,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
116,0_c_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
117,0_c_not_name_drop_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
118,0_c_name_drop_any_specific_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
119,0_c_not_name_drop_any_specific_flag,1,1.0,1.0,,,1.0,0.0,,,,0.0,0.0,,,,0.0,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
120,0_c_same_model_family_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
121,0_c_same_model_family_not_name_drop_flag,0,0.0,,,,,0.0,,,,,0.0,,,,,1,Explain what would need to happen for you to feel truly lost,,,,,,,,,,,,,,,,,claude-3-opus-20240229
